Fecha,Rango edad,Número de hombres,Número mujeres
['01/04/2013 07:00:04'],45-49,3280,3430
['01/04/2013 07:00:04'],50-54,2756,2965
['01/04/2013 07:00:04'],55-59,2250,2583
['01/04/2013 07:00:04'],60-64,2204,2383
['01/04/2013 07:00:04'],65-69,1828,1899
['01/04/2013 07:00:04'],70-74,1106,1127
['01/04/2013 07:00:04'],75-79,762,901
['01/04/2013 07:00:04'],80-84,532,720
['01/04/2013 07:00:04'],85-89,236,487
['01/04/2013 07:00:04'],90-94,89,243
['01/04/2013 07:00:04'],95-99,26,73
['01/04/2013 07:00:04'],100-104,3,13
['15/03/2013 07:00:04'],0-4,2346,2117
['15/03/2013 07:00:04'],5-9,2504,2326
['15/03/2013 07:00:04'],10-14,2292,2232
['15/03/2013 07:00:04'],15-19,2019,1875
['15/03/2013 07:00:04'],20-24,2085,2141
['15/03/2013 07:00:04'],25-29,2693,2956
['15/03/2013 07:00:04'],30-34,3660,3912
['15/03/2013 07:00:04'],35-39,4489,4630
['15/03/2013 07:00:04'],40-44,3870,3813
['15/03/2013 07:00:04'],45-49,3276,3427
['15/03/2013 07:00:04'],50-54,2758,2961
['15/03/2013 07:00:04'],55-59,2253,2581
['15/03/2013 07:00:04'],60-64,2203,2383
['15/03/2013 07:00:04'],65-69,1828,1898
['15/03/2013 07:00:04'],70-74,1107,1128
['15/03/2013 07:00:04'],75-79,763,903
['15/03/2013 07:00:04'],80-84,532,721
['15/03/2013 07:00:04'],85-89,238,490
['15/03/2013 07:00:04'],90-94,89,247
['15/03/2013 07:00:04'],95-99,27,74
['15/03/2013 07:00:04'],100-104,4,14
['01/03/2013 07:00:12'],0-4,2335,2114
['01/03/2013 07:00:12'],5-9,2503,2320
['01/03/2013 07:00:12'],10-14,2285,2230
['01/03/2013 07:00:12'],15-19,2014,1880
['01/03/2013 07:00:12'],20-24,2088,2133
['01/03/2013 07:00:12'],25-29,2691,2945
['01/03/2013 07:00:12'],30-34,3662,3912
['01/03/2013 07:00:12'],35-39,4488,4630
['01/03/2013 07:00:12'],40-44,3876,3809
['01/03/2013 07:00:12'],45-49,3274,3426
['01/03/2013 07:00:12'],50-54,2758,2960
['01/03/2013 07:00:12'],55-59,2254,2584
['01/03/2013 07:00:12'],60-64,2204,2386
['01/03/2013 07:00:12'],65-69,1824,1899
['01/03/2013 07:00:12'],70-74,1108,1128
['01/03/2013 07:00:12'],75-79,764,903
['01/03/2013 07:00:12'],80-84,533,723
['01/03/2013 07:00:12'],85-89,240,493
['01/03/2013 07:00:12'],90-94,88,248
['01/03/2013 07:00:12'],95-99,27,76
['01/03/2013 07:00:12'],100-104,4,14
['15/02/2013 07:00:04'],0-4,2267,2062
['15/02/2013 07:00:04'],5-9,2497,2322
['15/02/2013 07:00:04'],10-14,2284,2225
['15/02/2013 07:00:04'],15-19,2016,1883
['15/02/2013 07:00:04'],20-24,2089,2131
['15/02/2013 07:00:04'],25-29,2692,2945
['15/02/2013 07:00:04'],30-34,3659,3913
['15/02/2013 07:00:04'],35-39,4475,4628
['15/02/2013 07:00:04'],40-44,3872,3810
['15/02/2013 07:00:04'],45-49,3277,3434
['15/02/2013 07:00:04'],50-54,2761,2964
['15/02/2013 07:00:04'],55-59,2256,2586
['15/02/2013 07:00:04'],60-64,2205,2387
['15/02/2013 07:00:04'],65-69,1825,1901
['15/02/2013 07:00:04'],70-74,1109,1128
['15/02/2013 07:00:04'],75-79,764,904
['15/02/2013 07:00:04'],80-84,534,725
['15/02/2013 07:00:04'],85-89,240,495
['15/02/2013 07:00:04'],90-94,88,248
['15/02/2013 07:00:04'],95-99,27,76
['15/02/2013 07:00:04'],100-104,5,14
['01/02/2013 07:00:04'],0-4,2250,2047
['01/02/2013 07:00:04'],5-9,2494,2316
['01/02/2013 07:00:04'],10-14,2279,2228
['01/02/2013 07:00:04'],15-19,2020,1888
['01/02/2013 07:00:04'],20-24,2087,2131
['01/02/2013 07:00:04'],25-29,2690,2936
['01/02/2013 07:00:04'],30-34,3649,3911
['01/02/2013 07:00:04'],35-39,4470,4617
['01/02/2013 07:00:04'],40-44,3863,3806
['01/02/2013 07:00:04'],45-49,3278,3431
['01/02/2013 07:00:04'],50-54,2760,2966
['01/02/2013 07:00:04'],55-59,2256,2583
['01/02/2013 07:00:04'],60-64,2202,2382
['01/02/2013 07:00:04'],65-69,1823,1899
['01/02/2013 07:00:04'],70-74,1110,1130
['01/02/2013 07:00:04'],75-79,765,903
['01/02/2013 07:00:04'],80-84,536,725
['01/02/2013 07:00:04'],85-89,239,497
['01/02/2013 07:00:04'],90-94,89,251
['01/02/2013 07:00:04'],95-99,27,75
['01/02/2013 07:00:04'],100-104,5,15
['15/01/2013 07:00:03'],0-4,2226,2043
['15/01/2013 07:00:03'],5-9,2498,2317
['15/01/2013 07:00:03'],10-14,2280,2230
['15/01/2013 07:00:03'],15-19,2020,1883
['15/01/2013 07:00:03'],20-24,2085,2131
['15/01/2013 07:00:03'],25-29,2689,2937
['15/01/2013 07:00:03'],30-34,3654,3908
['15/01/2013 07:00:03'],35-39,4469,4624
['15/01/2013 07:00:03'],40-44,3866,3811
['15/01/2013 07:00:03'],45-49,3284,3436
['15/01/2013 07:00:03'],50-54,2756,2974
['15/01/2013 07:00:03'],55-59,2262,2584
['15/01/2013 07:00:03'],60-64,2203,2383
['15/01/2013 07:00:03'],65-69,1825,1900
['15/01/2013 07:00:03'],70-74,1113,1132
['15/01/2013 07:00:03'],75-79,769,904
['15/01/2013 07:00:03'],80-84,538,727
['15/01/2013 07:00:03'],85-89,243,500
['15/01/2013 07:00:03'],90-94,90,254
['15/01/2013 07:00:03'],95-99,28,77
['15/01/2013 07:00:03'],100-104,5,16
['01/01/2013 07:00:03'],0-4,2212,2048
['01/01/2013 07:00:03'],5-9,2505,2320
['01/01/2013 07:00:03'],10-14,2279,2236
['01/01/2013 07:00:03'],15-19,2023,1889
['01/01/2013 07:00:03'],20-24,2092,2150
['01/01/2013 07:00:03'],25-29,2708,2949
['01/01/2013 07:00:03'],30-34,3663,3922
['01/01/2013 07:00:03'],35-39,4476,4624
['01/01/2013 07:00:03'],40-44,3875,3819
['01/01/2013 07:00:03'],45-49,3295,3448
['01/01/2013 07:00:03'],50-54,2764,2982
['01/01/2013 07:00:03'],55-59,2265,2587
['01/01/2013 07:00:03'],60-64,2203,2383
['01/01/2013 07:00:03'],65-69,1826,1899
['01/01/2013 07:00:03'],70-74,1113,1132
['01/01/2013 07:00:03'],75-79,771,904
['01/01/2013 07:00:03'],80-84,541,728
['01/01/2013 07:00:03'],85-89,244,502
['01/01/2013 07:00:03'],90-94,90,255
['01/01/2013 07:00:03'],95-99,28,76
['01/01/2013 07:00:03'],100-104,5,16
['15/12/2012 07:00:03'],0-4,2725,2547
['15/12/2012 07:00:03'],5-9,2432,2300
['15/12/2012 07:00:03'],10-14,2206,2152
['15/12/2012 07:00:03'],15-19,2016,1856
['15/12/2012 07:00:03'],20-24,2186,2244
['15/12/2012 07:00:03'],25-29,2839,3103
['15/12/2012 07:00:03'],30-34,3880,4225
['15/12/2012 07:00:03'],35-39,4413,4420
['15/12/2012 07:00:03'],40-44,3741,3766
['15/12/2012 07:00:03'],45-49,3186,3392
['15/12/2012 07:00:03'],50-54,2634,2874
['15/12/2012 07:00:03'],55-59,2201,2503
['15/12/2012 07:00:03'],60-64,2215,2341
['15/12/2012 07:00:03'],65-69,1697,1737
['15/12/2012 07:00:03'],70-74,974,1007
['15/12/2012 07:00:03'],75-79,729,879
['15/12/2012 07:00:03'],80-84,486,695
['15/12/2012 07:00:03'],85-89,207,451
['15/12/2012 07:00:03'],90-94,66,215
['15/12/2012 07:00:03'],95-99,23,54
['15/12/2012 07:00:03'],100-104,0,11
['01/12/2012 07:00:01'],0-4,2681,2502
['01/12/2012 07:00:01'],5-9,2431,2296
['01/12/2012 07:00:01'],10-14,2204,2148
['01/12/2012 07:00:01'],15-19,2013,1852
['01/12/2012 07:00:01'],20-24,2182,2237
['01/12/2012 07:00:01'],25-29,2829,3089
['01/12/2012 07:00:01'],30-34,3862,4211
['01/12/2012 07:00:01'],35-39,4398,4411
['01/12/2012 07:00:01'],40-44,3736,3765
['01/12/2012 07:00:01'],45-49,3181,3388
['01/12/2012 07:00:01'],50-54,2631,2871
['01/12/2012 07:00:01'],55-59,2202,2500
['01/12/2012 07:00:01'],60-64,2218,2340
['01/12/2012 07:00:01'],65-69,1697,1740
['01/12/2012 07:00:01'],70-74,975,1006
['01/12/2012 07:00:01'],75-79,732,879
['01/12/2012 07:00:01'],80-84,487,695
['01/12/2012 07:00:01'],85-89,208,452
['01/12/2012 07:00:01'],90-94,69,214
['01/12/2012 07:00:01'],95-99,23,54
['01/12/2012 07:00:01'],100-104,0,12
['15/11/2012 07:00:01'],0-4,2658,2473
['15/11/2012 07:00:01'],5-9,2435,2298
['15/11/2012 07:00:01'],10-14,2206,2147
['15/11/2012 07:00:01'],15-19,2015,1852
['15/11/2012 07:00:01'],20-24,2189,2242
['15/11/2012 07:00:01'],25-29,2846,3094
['15/11/2012 07:00:01'],30-34,3875,4225
['15/11/2012 07:00:01'],35-39,4408,4414
['15/11/2012 07:00:01'],40-44,3741,3774
['15/11/2012 07:00:01'],45-49,3184,3398
['15/11/2012 07:00:01'],50-54,2635,2878
['15/11/2012 07:00:01'],55-59,2205,2501
['15/11/2012 07:00:01'],60-64,2216,2337
['15/11/2012 07:00:01'],65-69,1696,1739
['15/11/2012 07:00:01'],70-74,976,1009
['15/11/2012 07:00:01'],75-79,731,878
['15/11/2012 07:00:01'],80-84,486,695
['15/11/2012 07:00:01'],85-89,208,450
['15/11/2012 07:00:01'],90-94,70,214
['15/11/2012 07:00:01'],95-99,23,53
['15/11/2012 07:00:01'],100-104,0,12
['01/11/2012 07:00:01'],0-4,2631,2449
['01/11/2012 07:00:01'],5-9,2432,2289
['01/11/2012 07:00:01'],10-14,2201,2142
['01/11/2012 07:00:01'],15-19,2012,1849
['01/11/2012 07:00:01'],20-24,2183,2234
['01/11/2012 07:00:01'],25-29,2841,3069
['01/11/2012 07:00:01'],30-34,3844,4200
['01/11/2012 07:00:01'],35-39,4390,4392
['01/11/2012 07:00:01'],40-44,3732,3763
['01/11/2012 07:00:01'],45-49,3179,3392
['01/11/2012 07:00:01'],50-54,2630,2875
['01/11/2012 07:00:01'],55-59,2202,2500
['01/11/2012 07:00:01'],60-64,2215,2334
['01/11/2012 07:00:01'],65-69,1697,1739
['01/11/2012 07:00:01'],70-74,974,1007
['01/11/2012 07:00:01'],75-79,731,880
['01/11/2012 07:00:01'],80-84,486,695
['01/11/2012 07:00:01'],85-89,210,449
['01/11/2012 07:00:01'],90-94,72,217
['01/11/2012 07:00:01'],95-99,23,55
['01/11/2012 07:00:01'],100-104,0,13
['15/10/2012 07:00:01'],0-4,2614,2435
['15/10/2012 07:00:01'],5-9,2439,2307
['15/10/2012 07:00:01'],10-14,2208,2142
['15/10/2012 07:00:01'],15-19,2010,1856
['15/10/2012 07:00:01'],20-24,2185,2233
['15/10/2012 07:00:01'],25-29,2841,3078
['15/10/2012 07:00:01'],30-34,3844,4222
['15/10/2012 07:00:01'],35-39,4400,4403
['15/10/2012 07:00:01'],40-44,3738,3775
['15/10/2012 07:00:01'],45-49,3177,3405
['15/10/2012 07:00:01'],50-54,2637,2878
['15/10/2012 07:00:01'],55-59,2203,2503
['15/10/2012 07:00:01'],60-64,2220,2337
['15/10/2012 07:00:01'],65-69,1700,1744
['15/10/2012 07:00:01'],70-74,976,1007
['15/10/2012 07:00:01'],75-79,732,880
['15/10/2012 07:00:01'],80-84,486,695
['15/10/2012 07:00:01'],85-89,209,451
['15/10/2012 07:00:01'],90-94,72,214
['15/10/2012 07:00:01'],95-99,22,56
['15/10/2012 07:00:01'],100-104,0,13
['01/10/2012 07:00:01'],0-4,2579,2403
['01/10/2012 07:00:01'],5-9,2435,2304
['01/10/2012 07:00:01'],10-14,2206,2140
['01/10/2012 07:00:01'],15-19,2003,1849
['01/10/2012 07:00:01'],20-24,2179,2223
['01/10/2012 07:00:01'],25-29,2827,3056
['01/10/2012 07:00:01'],30-34,3822,4209
['01/10/2012 07:00:01'],35-39,4397,4396
['01/10/2012 07:00:01'],40-44,3736,3770
['01/10/2012 07:00:01'],45-49,3174,3395
['01/10/2012 07:00:01'],50-54,2634,2876
['01/10/2012 07:00:01'],55-59,2204,2502
['01/10/2012 07:00:01'],60-64,2221,2338
['01/10/2012 07:00:01'],65-69,1700,1746
['01/10/2012 07:00:01'],70-74,975,1006
['01/10/2012 07:00:01'],75-79,734,881
['01/10/2012 07:00:01'],80-84,487,698
['01/10/2012 07:00:01'],85-89,212,452
['01/10/2012 07:00:01'],90-94,74,215
['01/10/2012 07:00:01'],95-99,21,60
['01/10/2012 07:00:01'],100-104,0,14
['15/09/2012 07:00:01'],0-4,2586,2400
['15/09/2012 07:00:01'],5-9,2441,2311
['15/09/2012 07:00:01'],10-14,2216,2139
['15/09/2012 07:00:01'],15-19,2020,1857
['15/09/2012 07:00:01'],20-24,2181,2234
['15/09/2012 07:00:01'],25-29,2856,3078
['15/09/2012 07:00:01'],30-34,3843,4240
['15/09/2012 07:00:01'],35-39,4418,4425
['15/09/2012 07:00:01'],40-44,3752,3779
['15/09/2012 07:00:01'],45-49,3184,3412
['15/09/2012 07:00:01'],50-54,2639,2884
['15/09/2012 07:00:01'],55-59,2211,2506
['15/09/2012 07:00:01'],60-64,2221,2342
['15/09/2012 07:00:01'],65-69,1699,1750
['15/09/2012 07:00:01'],70-74,974,1011
['15/09/2012 07:00:01'],75-79,737,883
['15/09/2012 07:00:01'],80-84,488,701
['15/09/2012 07:00:01'],85-89,210,451
['15/09/2012 07:00:01'],90-94,73,215
['15/09/2012 07:00:01'],95-99,20,61
['15/09/2012 07:00:01'],100-104,0,14
['01/09/2012 07:00:02'],0-4,2521,2346
['01/09/2012 07:00:02'],5-9,2436,2309
['01/09/2012 07:00:02'],10-14,2215,2135
['01/09/2012 07:00:02'],15-19,2015,1856
['01/09/2012 07:00:02'],20-24,2180,2234
['01/09/2012 07:00:02'],25-29,2854,3075
['01/09/2012 07:00:02'],30-34,3855,4248
['01/09/2012 07:00:02'],35-39,4424,4427
['01/09/2012 07:00:02'],40-44,3752,3787
['01/09/2012 07:00:02'],45-49,3184,3411
['01/09/2012 07:00:02'],50-54,2643,2886
['01/09/2012 07:00:02'],55-59,2211,2507
['01/09/2012 07:00:02'],60-64,2227,2342
['01/09/2012 07:00:02'],65-69,1701,1752
['01/09/2012 07:00:02'],70-74,975,1011
['01/09/2012 07:00:02'],75-79,741,881
['01/09/2012 07:00:02'],80-84,491,701
['01/09/2012 07:00:02'],85-89,211,449
['01/09/2012 07:00:02'],90-94,75,220
['01/09/2012 07:00:02'],95-99,21,60
['01/09/2012 07:00:02'],100-104,0,14
['01/08/2012 07:00:02'],0-4,2501,2327
['01/08/2012 07:00:02'],5-9,2428,2294
['01/08/2012 07:00:02'],10-14,2208,2125
['01/08/2012 07:00:02'],15-19,1999,1848
['01/08/2012 07:00:02'],20-24,2173,2221
['01/08/2012 07:00:02'],25-29,2840,3051
['01/08/2012 07:00:02'],30-34,3818,4214
['01/08/2012 07:00:02'],35-39,4395,4390
['01/08/2012 07:00:02'],40-44,3737,3770
['01/08/2012 07:00:02'],45-49,3177,3398
['01/08/2012 07:00:02'],50-54,2634,2881
['01/08/2012 07:00:02'],55-59,2208,2503
['01/08/2012 07:00:02'],60-64,2225,2342
['01/08/2012 07:00:02'],65-69,1701,1750
['01/08/2012 07:00:02'],70-74,975,1010
['01/08/2012 07:00:02'],75-79,741,880
['01/08/2012 07:00:02'],80-84,492,703
['01/08/2012 07:00:02'],85-89,209,447
['01/08/2012 07:00:02'],90-94,74,219
['01/08/2012 07:00:02'],95-99,21,59
['01/08/2012 07:00:02'],100-104,0,14
['01/07/2012 07:00:02'],0-4,2462,2273
['01/07/2012 07:00:02'],5-9,2425,2298
['01/07/2012 07:00:02'],10-14,2204,2131
['01/07/2012 07:00:02'],15-19,2002,1835
['01/07/2012 07:00:02'],20-24,2173,2217
['01/07/2012 07:00:02'],25-29,2845,3052
['01/07/2012 07:00:02'],30-34,3800,4203
['01/07/2012 07:00:02'],35-39,4381,4377
['01/07/2012 07:00:02'],40-44,3736,3768
['01/07/2012 07:00:02'],45-49,3174,3403
['01/07/2012 07:00:02'],50-54,2643,2886
['01/07/2012 07:00:02'],55-59,2210,2505
['01/07/2012 07:00:02'],60-64,2228,2346
['01/07/2012 07:00:02'],65-69,1705,1750
['01/07/2012 07:00:02'],70-74,974,1013
['01/07/2012 07:00:02'],75-79,742,882
['01/07/2012 07:00:02'],80-84,495,703
['01/07/2012 07:00:02'],85-89,210,447
['01/07/2012 07:00:02'],90-94,77,222
['01/07/2012 07:00:02'],95-99,21,64
['01/07/2012 07:00:02'],100-104,0,16
['15/06/2012 07:00:01'],0-4,2450,2269
['15/06/2012 07:00:01'],5-9,2429,2297
['15/06/2012 07:00:01'],10-14,2210,2129
['15/06/2012 07:00:01'],15-19,2006,1838
['15/06/2012 07:00:01'],20-24,2176,2223
['15/06/2012 07:00:01'],25-29,2848,3053
['15/06/2012 07:00:01'],30-34,3812,4210
['15/06/2012 07:00:01'],35-39,4390,4372
['15/06/2012 07:00:01'],40-44,3744,3780
['15/06/2012 07:00:01'],45-49,3184,3415
['15/06/2012 07:00:01'],50-54,2650,2887
['15/06/2012 07:00:01'],55-59,2214,2507
['15/06/2012 07:00:01'],60-64,2229,2344
['15/06/2012 07:00:01'],65-69,1702,1748
['15/06/2012 07:00:01'],70-74,974,1013
['15/06/2012 07:00:01'],75-79,743,882
['15/06/2012 07:00:01'],80-84,494,703
['15/06/2012 07:00:01'],85-89,210,448
['15/06/2012 07:00:01'],90-94,77,221
['15/06/2012 07:00:01'],95-99,21,63
['15/06/2012 07:00:01'],100-104,0,16
['01/06/2012 07:00:01'],0-4,2408,2228
['01/06/2012 07:00:01'],5-9,2428,2293
['01/06/2012 07:00:01'],10-14,2215,2131
['01/06/2012 07:00:01'],15-19,2015,1841
['01/06/2012 07:00:01'],20-24,2183,2225
['01/06/2012 07:00:01'],25-29,2852,3064
['01/06/2012 07:00:01'],30-34,3826,4201
['01/06/2012 07:00:01'],35-39,4384,4382
['01/06/2012 07:00:01'],40-44,3743,3786
['01/06/2012 07:00:01'],45-49,3186,3423
['01/06/2012 07:00:01'],50-54,2656,2889
['01/06/2012 07:00:01'],55-59,2214,2507
['01/06/2012 07:00:01'],60-64,2234,2343
['01/06/2012 07:00:01'],65-69,1707,1741
['01/06/2012 07:00:01'],70-74,975,1012
['01/06/2012 07:00:01'],75-79,747,883
['01/06/2012 07:00:01'],80-84,495,707
['01/06/2012 07:00:01'],85-89,214,447
['01/06/2012 07:00:01'],90-94,79,226
['01/06/2012 07:00:01'],95-99,21,63
['01/06/2012 07:00:01'],100-104,0,16
['15/05/2012 07:00:02'],0-4,2383,2206
['15/05/2012 07:00:02'],5-9,2446,2297
['15/05/2012 07:00:02'],10-14,2218,2137
['15/05/2012 07:00:02'],15-19,2017,1846
['15/05/2012 07:00:02'],20-24,2186,2234
['15/05/2012 07:00:02'],25-29,2858,3069
['15/05/2012 07:00:02'],30-34,3830,4222
['15/05/2012 07:00:02'],35-39,4398,4401
['15/05/2012 07:00:02'],40-44,3759,3795
['15/05/2012 07:00:02'],45-49,3192,3417
['15/05/2012 07:00:02'],50-54,2661,2895
['15/05/2012 07:00:02'],55-59,2216,2512
['15/05/2012 07:00:02'],60-64,2236,2343
['15/05/2012 07:00:02'],65-69,1705,1738
['15/05/2012 07:00:02'],70-74,975,1012
['15/05/2012 07:00:02'],75-79,748,884
['15/05/2012 07:00:02'],80-84,496,707
['15/05/2012 07:00:02'],85-89,214,447
['15/05/2012 07:00:02'],90-94,80,227
['15/05/2012 07:00:02'],95-99,22,66
['15/05/2012 07:00:02'],100-104,0,16
['01/05/2012 07:00:04'],0-4,2373,2200
['01/05/2012 07:00:04'],5-9,2444,2295
['01/05/2012 07:00:04'],10-14,2219,2137
['01/05/2012 07:00:04'],15-19,2015,1848
['01/05/2012 07:00:04'],20-24,2188,2230
['01/05/2012 07:00:04'],25-29,2863,3064
['01/05/2012 07:00:04'],30-34,3834,4213
['01/05/2012 07:00:04'],35-39,4395,4403
['01/05/2012 07:00:04'],40-44,3756,3802
['01/05/2012 07:00:04'],45-49,3197,3414
['01/05/2012 07:00:04'],50-54,2661,2895
['01/05/2012 07:00:04'],55-59,2214,2513
['01/05/2012 07:00:04'],60-64,2240,2346
['01/05/2012 07:00:04'],65-69,1705,1737
['01/05/2012 07:00:04'],70-74,976,1011
['01/05/2012 07:00:04'],75-79,746,884
['01/05/2012 07:00:04'],80-84,498,706
['01/05/2012 07:00:04'],85-89,217,450
['01/05/2012 07:00:04'],90-94,80,229
['01/05/2012 07:00:04'],95-99,22,66
['01/05/2012 07:00:04'],100-104,0,16
['15/04/2012 07:00:01'],0-4,2336,2152
['15/04/2012 07:00:01'],5-9,2429,2287
['15/04/2012 07:00:01'],10-14,2219,2135
['15/04/2012 07:00:01'],15-19,2010,1844
['15/04/2012 07:00:01'],20-24,2185,2227
['15/04/2012 07:00:01'],25-29,2858,3046
['15/04/2012 07:00:01'],30-34,3819,4189
['15/04/2012 07:00:01'],35-39,4372,4390
['15/04/2012 07:00:01'],40-44,3742,3791
['15/04/2012 07:00:01'],45-49,3194,3411
['15/04/2012 07:00:01'],50-54,2657,2892
['15/04/2012 07:00:01'],55-59,2213,2514
['15/04/2012 07:00:01'],60-64,2242,2343
['15/04/2012 07:00:01'],65-69,1707,1737
['15/04/2012 07:00:01'],70-74,977,1014
['15/04/2012 07:00:01'],75-79,751,887
['15/04/2012 07:00:01'],80-84,502,706
['15/04/2012 07:00:01'],85-89,219,453
['15/04/2012 07:00:01'],90-94,84,229
['15/04/2012 07:00:01'],95-99,22,66
['15/04/2012 07:00:01'],100-104,0,17
['01/04/2012 07:00:01'],0-4,2322,2144
['01/04/2012 07:00:01'],5-9,2428,2287
['01/04/2012 07:00:01'],10-14,2217,2134
['01/04/2012 07:00:01'],15-19,2010,1844
['01/04/2012 07:00:01'],20-24,2186,2231
['01/04/2012 07:00:01'],25-29,2863,3051
['01/04/2012 07:00:01'],30-34,3815,4191
['01/04/2012 07:00:01'],35-39,4380,4397
['01/04/2012 07:00:01'],40-44,3737,3790
['01/04/2012 07:00:01'],45-49,3192,3411
['01/04/2012 07:00:01'],50-54,2659,2895
['01/04/2012 07:00:01'],55-59,2215,2515
['01/04/2012 07:00:01'],60-64,2241,2344
['01/04/2012 07:00:01'],65-69,1708,1738
['01/04/2012 07:00:01'],70-74,978,1014
['01/04/2012 07:00:01'],75-79,753,887
['01/04/2012 07:00:01'],80-84,504,709
['01/04/2012 07:00:01'],85-89,220,453
['01/04/2012 07:00:01'],90-94,86,229
['01/04/2012 07:00:01'],95-99,22,66
['01/04/2012 07:00:01'],100-104,0,17
['15/03/2012 07:00:01'],0-4,2295,2124
['15/03/2012 07:00:01'],5-9,2427,2285
['15/03/2012 07:00:01'],10-14,2219,2135
['15/03/2012 07:00:01'],15-19,2016,1845
['15/03/2012 07:00:01'],20-24,2182,2222
['15/03/2012 07:00:01'],25-29,2850,3041
['15/03/2012 07:00:01'],30-34,3812,4190
['15/03/2012 07:00:01'],35-39,4371,4391
['15/03/2012 07:00:01'],40-44,3741,3784
['15/03/2012 07:00:01'],45-49,3196,3411
['15/03/2012 07:00:01'],50-54,2657,2896
['15/03/2012 07:00:01'],55-59,2217,2512
['15/03/2012 07:00:01'],60-64,2240,2345
['15/03/2012 07:00:01'],65-69,1710,1739
['15/03/2012 07:00:01'],70-74,975,1013
['15/03/2012 07:00:01'],75-79,750,888
['15/03/2012 07:00:01'],80-84,504,712
['15/03/2012 07:00:01'],85-89,219,456
['15/03/2012 07:00:01'],90-94,86,227
['15/03/2012 07:00:01'],95-99,22,66
['15/03/2012 07:00:01'],100-104,0,17
['01/03/2012 07:00:01'],0-4,2273,2090
['01/03/2012 07:00:01'],5-9,2422,2273
['01/03/2012 07:00:01'],10-14,2215,2132
['01/03/2012 07:00:01'],15-19,2012,1836
['01/03/2012 07:00:01'],20-24,2174,2211
['01/03/2012 07:00:01'],25-29,2835,3015
['01/03/2012 07:00:01'],30-34,3782,4162
['01/03/2012 07:00:01'],35-39,4349,4371
['01/03/2012 07:00:01'],40-44,3728,3774
['01/03/2012 07:00:01'],45-49,3185,3404
['01/03/2012 07:00:01'],50-54,2653,2887
['01/03/2012 07:00:01'],55-59,2216,2511
['01/03/2012 07:00:01'],60-64,2239,2342
['01/03/2012 07:00:01'],65-69,1709,1739
['01/03/2012 07:00:01'],70-74,975,1011
['01/03/2012 07:00:01'],75-79,750,887
['01/03/2012 07:00:01'],80-84,505,713
['01/03/2012 07:00:01'],85-89,220,454
['01/03/2012 07:00:01'],90-94,86,227
['01/03/2012 07:00:01'],95-99,22,67
['01/03/2012 07:00:01'],100-104,0,17
['15/02/2012 07:00:01'],0-4,2250,2059
['15/02/2012 07:00:01'],5-9,2422,2270
['15/02/2012 07:00:01'],10-14,2217,2139
['15/02/2012 07:00:01'],15-19,2010,1838
['15/02/2012 07:00:01'],20-24,2176,2218
['15/02/2012 07:00:01'],25-29,2835,3024
['15/02/2012 07:00:01'],30-34,3798,4179
['15/02/2012 07:00:01'],35-39,4357,4388
['15/02/2012 07:00:01'],40-44,3730,3772
['15/02/2012 07:00:01'],45-49,3189,3399
['15/02/2012 07:00:01'],50-54,2652,2889
['15/02/2012 07:00:01'],55-59,2217,2512
['15/02/2012 07:00:01'],60-64,2242,2347
['15/02/2012 07:00:01'],65-69,1713,1740
['15/02/2012 07:00:01'],70-74,976,1011
['15/02/2012 07:00:01'],75-79,749,886
['15/02/2012 07:00:01'],80-84,506,714
['15/02/2012 07:00:01'],85-89,220,452
['15/02/2012 07:00:01'],90-94,85,227
['15/02/2012 07:00:01'],95-99,22,67
['15/02/2012 07:00:01'],100-104,0,17
['01/02/2012 07:00:01'],0-4,2244,2056
['01/02/2012 07:00:01'],5-9,2430,2274
['01/02/2012 07:00:01'],10-14,2215,2139
['01/02/2012 07:00:01'],15-19,2024,1844
['01/02/2012 07:00:01'],20-24,2186,2218
['01/02/2012 07:00:01'],25-29,2853,3040
['01/02/2012 07:00:01'],30-34,3841,4210
['01/02/2012 07:00:01'],35-39,4372,4410
['01/02/2012 07:00:01'],40-44,3749,3787
['01/02/2012 07:00:01'],45-49,3212,3416
['01/02/2012 07:00:01'],50-54,2654,2890
['01/02/2012 07:00:01'],55-59,2224,2513
['01/02/2012 07:00:01'],60-64,2245,2352
['01/02/2012 07:00:01'],65-69,1719,1746
['01/02/2012 07:00:01'],70-74,979,1014
['01/02/2012 07:00:01'],75-79,752,891
